Project_ID,Project_Title,Total_Cost_KES,Funding_Type,Funding_Source,Start_Date_Planned,Start_Date_Actual,Duration_Months,Vision_2030_Flagship,MTEF_Sector,Implementing_Agency,Implementation_Status
2011/052848,Chalbi Desert Integrated Development Programme,10150000000.0,gok,government of kenya,2010-10-21,2010-10-21,60.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052852,Wajir Integrated Development Project,20150000000.0,gok; unspecified,government of kenya,2011-01-20,2011-01-20,120.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052853,Narok Community Tannery,85000000.0,gok; unspecified,government of kenya,2010-07-15,2010-07-15,35.0,unspecified,unspecified,129 - mrda - ewaso ngiro south dev. authority (ensda),Ongoing
2011/052854,Elwak-Wajir Cement Industry,5000000000.0,gok,government of kenya,2011-07-01,2011-07-01,65.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052857,Integrated Regional Development Plan,764000000.0,gok; unspecified,government of kenya,2008-09-30,2008-09-30,51.0,unspecified,"environmental protection, water and natural resources",132 - mrda - tana and athi river development authority,Ongoing
2011/052858,Kiambere Irrigation Project Rehabilitation.,24500000.0,gok; unspecified,government of kenya,2011-07-01,2011-07-01,23.0,unspecified,unspecified,132 - mrda - tana and athi river development authority,Planned
2011/052859,Rural Water Supply (Sinking And Equipping Boreholes),12000000.0,gok; unspecified,government of kenya,2010-12-08,2010-12-08,6.0,unspecified,unspecified,131 - mrda - lake basin dev. authority,Pipelined
2011/052861,Kitui Honey Production And Marketing,121000000.0,gok; unspecified,government of kenya,2008-07-01,2008-07-01,59.0,unspecified,unspecified,110 - ministry of environment water and natural resources; 132 - mrda - tana and athi river development authority,Planned
2011/052862,Kenya United Nations Joint Programme Of Support On Hiv/Aids (Kunjp),4848000.0,grant; unspecified,525 - food and agricultural organization,2009-11-11,2009-11-11,19.0,unspecified,unspecified,127 - mrda - coast development authority (cda),Ongoing
2011/052863,Business Processing & Outsourcing And Resource Mapping,201500000.0,gok; unspecified,government of kenya,2010-09-01,2010-09-01,33.0,unspecified,unspecified,129 - mrda - ewaso ngiro south dev. authority (ensda),Ongoing
2011/052868,Rehabilitation And Protection Of Springs In The Lake Basin Region,12000000.0,gok,government of kenya,2010-12-08,2010-12-08,6.0,unspecified,"environmental protection, water and natural resources",131 - mrda - lake basin dev. authority,Pipelined
2011/052869,Suguta Valley Resource Endowment And Utilization Servey,10000000.0,unspecified,government of kenya,2011-07-01,2011-07-01,11.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Pipelined
2011/052870,Loyapat Irrigation Scheme,12000000.0,unspecified,government of kenya,2011-07-29,2011-07-29,22.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Pipelined
2011/052871,Ngatip River Irrigation Scheme,20000000.0,unspecified,government of kenya,2011-07-01,2011-07-01,11.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Pipelined
2011/052872,Research And Livestock Development Project,482400001.0,gok; unspecified,government of kenya,2010-07-01,2010-07-01,47.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052874,Development Of Chemeron Ostrich Farm,20000000.0,unspecified,government of kenya,2011-10-03,2011-10-03,7.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Pipelined
2011/052876,Mineral Resource Mapping,593500001.0,gok; unspecified,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052878,Economic Recovery And Poverty Reduction Project,6450000000.0,gok; unspecified,government of kenya,2010-06-01,2010-06-01,37.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052879,Promotion Of Bricks And Tiles,26492000.0,gok,government of kenya,2010-07-01,2010-07-01,47.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052880,Ewaso Ngiro North Intergrated Irrigation Clusters,26643000.0,gok,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052881,Development Of Gum And Resin,206000000.0,gok,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052882,Development Of Camel Milk Processing Plant,130400000.0,gok,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052883,Northern Kenya Abbatoir Project,1900000000.0,unspecified,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052884,Morullem Irrigation Scheme,13000000.0,unspecified,government of kenya,2011-07-01,2011-07-01,11.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Pipelined
2011/052885,Water Harvesting Programme,480000000.0,grant; gok; unspecified,132 - mrda - tana and athi river development authority; government of kenya,2008-07-01,2008-07-01,47.0,unspecified,"environmental protection, water and natural resources",132 - mrda - tana and athi river development authority,Ongoing
2011/052887,Mineral Resource Mapping In Kerio Valley Region,31000000.0,gok; unspecified,government of kenya,2010-08-31,2010-08-31,21.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Ongoing
2011/052888,Rehabilitation Of Eldume Irrigation Scheme,13000000.0,unspecified,government of kenya,2011-07-01,2011-07-01,11.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Pipelined
2011/052889,Turkwel Eco -Tourism Lodge,21400000.0,gok; unspecified,government of kenya,2010-09-01,2010-09-01,20.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Ongoing
2011/052890,Community Capacity Development,145000000.0,gok,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052891,Eco-Tourist Centres,180900000.0,gok,government of kenya,2010-07-01,2010-07-01,35.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052895,Investment And Resource Mobilisation Project,182400000.0,gok; unspecified,government of kenya,2010-07-01,2010-07-01,36.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Planned
2011/052897,Rehabilitation Of Tourism And Hospitality Management Workshops,1000000.0,unspecified,unspecified,2011-03-28,2011-04-01,2.0,unspecified,unspecified,mohest - coast institute of technology,Pipelined
2011/052917,Construction Of Tuition Block Complex,96000000.0,gok; unspecified,government of kenya,2010-01-04,2010-03-01,20.0,unspecified,education,mohest - rift valley technical training institute,Ongoing
2011/052933,Proposed Improvement And Extention Of Lecture Halls,31843069.0,gok; unspecified,government of kenya,2010-10-01,2010-10-01,9.0,unspecified,unspecified,106 - moes&t - laikipia university college,Ongoing
2011/052945,Proposed Open Plan Office Partitioning For The Ministry Of Trade Headquarters,100000000.0,gok; unspecified,government of kenya,2011-05-20,2011-05-20,31.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Planned
2011/052947,Renovation Of Siaya Trade Development Office,500000.0,gok; unspecified,government of kenya,2010-12-10,2011-05-26,6.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Ongoing
2011/052948,Installation Of E-Registry System,2500000.0,gok; unspecified,government of kenya,2010-07-01,2010-07-01,10.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Unspecified
2011/052988,Construction Of Butere District Registrar'S Office,2360000.0,unspecified,government of kenya,2010-07-01,2010-09-07,9.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053017,Urban Reproductive Health Programme (Tupange),2000000000.0,grant; unspecified,bill and melinda gates,2011-07-01,2011-07-01,12.0,unspecified,health,j.h.p.i.e.g.o,Planned
2012/053365,Nairobi Water And Sewerage Institutional Restructuring Project,1219512195.0,unspecified,502 - global environmental trust fund,2004-06-25,2004-06-25,54.0,ministry of environment water and natural resources,unspecified,110 - ministry of environment water and natural resources,Completed
2012/053404,Telanet Primary,2270000.0,unspecified,government of kenya,2010-09-09,2010-09-09,0.0,mercados energy,unspecified,115 - moe&p - rural electrification authority,Completed
2012/053672,Subukia Constituency Industrial Development Centre,3400000.0,unspecified,government of kenya,2010-03-01,2011-03-01,15.0,unspecified,general economic and commercial affairs,1171 - ministry of industrialization and enterprise development,Ongoing
2015/055525,ESTABLISHMENT OF EMPLOYMENT ATTACHE OFFICES IN UAE AND SAUDI ARABIA,200000000.0,gok; unspecified,government of kenya,2015-07-03,2015-07-03,23.0,unspecified,"social protection, culture and recreation",1141 - ministry of labour social security and services,Pipelined
2010/051588,Mount Kenya East Pilot Project For Natural Resources Management,2075609756.0,loan ; grant; gok; unspecified,526 - international fund for agricultural development (ifad); government of kenya,2004-07-01,2004-07-06,113.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2010/051772,Assistance To Micro And Small Enterprises Programme(Asmep),700000000.0,grant; unspecified,505 - european development fund,2007-09-20,2008-09-20,59.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Ongoing
2010/051787,Kenya -Eu Post Lome Trade Ii (Keplotrade Ii),399472875.0,grant; unspecified,505 - european development fund,2008-12-01,2008-12-01,17.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Completed
2010/052129,Support For 2009-2013 GOK/UNDP CPAP,110500000.0,grant; gok; unspecified,517 - united nations development programme (undp),2009-07-01,2009-07-01,72.0,unspecified,unspecified,1071 - the national treasury,Ongoing
2010/052184,Capacity Building For Customs Officers,158900004.0,grant; unspecified,021 - government of japan,2009-09-01,2009-09-01,48.0,unspecified,unspecified,52 - odpmmof - kenya revenue authority,Ongoing
2010/052230,Special Global Fund Round 5 Tb,1079991600.0,grant; unspecified,503 - global fund,2008-09-01,2008-09-01,35.0,unspecified,unspecified,1071 - the national treasury; 1081 - ministry of health,Ongoing
2010/052316,Agri-Bussiness Promotion Project,950000010.0,grant; gok,517 - united nations development programme (undp),2011-07-08,2011-07-08,11.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Pipelined
2010/052473,Proposed Construction Of Taveta Bus-Park & Market,318741342.0,unspecified,government of kenya,2010-02-26,2010-02-26,17.0,unspecified,unspecified,103 - ministry of devolution and planning,Ongoing
2011/052814,Ewaso NgIro North Natural Resources Conservation Project (Ennnrcp),2525940000.0,loan ; grant; gok; unspecified,510 - african development bank/ fund; government of kenya,2005-09-01,2005-06-16,99.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052836,Catchment Conservation And River Banks Protection,123400000.0,grant; gok; unspecified,517 - united nations development programme (undp); government of kenya,2010-09-06,2010-09-06,45.0,unspecified,"environmental protection, water and natural resources",129 - mrda - ewaso ngiro south dev. authority (ensda),Ongoing
2011/053162,Friends College Kaimosi Food And Beverage Complex,30000000.0,gok; unspecified,government of kenya,2011-06-24,2011-06-24,6.0,ministry of education,education,106 - ministry of education; mohest - kaimosi college of technology,Ongoing
2011/053173,Solar Street Lighting At Kimende Shopping Centre,30000152.0,unspecified,government of kenya,2010-07-30,2010-08-26,5.0,unspecified,unspecified,1111 - ministry of land housing and urban development,Completed
2011/053182,Energy Sector Recovery Project (ESRP),12213740458.0,loan ; grant; unspecified,501 - international development association (ida),2009-08-07,2009-08-07,52.0,mercados energy,"energy, infrastructure and ict",1151 - ministry of energy & petroleum; 115 - moe&p- kenya electricity generating company ltd (kengen); 115 - moe&p - kenya power and lighting company,Ongoing
2011/053198,Total War Against Hiv & Aids &Nbsp;Project (TOWA),7583892617.0,loan ; gok; unspecified,501 - international development association (ida),2007-10-18,2007-10-18,74.0,unknown,health,103 - ministry of devolution and planning; 1081 - ministry of health; 111 - nacc - national aids control council,Ongoing
2011/053200,Water Sector Development Support Wstf (2007 65 156),1320000000.0,grant; unspecified,014 - government of germany (kfw-germany),2009-03-01,2009-03-01,75.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2011/053223,Construction Of Link To Rabai Road-Mumias South Road And Umoja Ii Spine Road,367031991.0,unspecified,government of kenya,2011-02-07,2011-02-07,18.0,unspecified,unspecified,1111 - ministry of land housing and urban development,Ongoing
2012/053783,Water Harvesting For Food Security-Bam Got Water Pan,6323000.0,gok,government of kenya,2011-07-01,2011-12-20,10.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud); unallocated","116 - ministry of agriculture, livestock and fisheries",Stalled
2014/055380,"Refurbishment of Children's rehabilitation Schools,rescue centres and Remand homes",49000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,9.0,unspecified,"social protection, culture and recreation",1141 - ministry of labour social security and services,Planned
2010/051620,Mombasa-Nairobi Transmission Line,19486813190.0,loan ; gok; unspecified,016 - government of france; 506 - european investment bank; 510 - african development bank/ fund; government of kenya,2010-07-01,2010-08-02,72.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum; 115 - moe&p - kenya electricity transmission company limited (ketraco),Ongoing
2010/051918,Nutrition And Care For Hiv/Aids Affected People,113101726.0,grant; unspecified,523 - world food programme,2009-01-01,2009-01-01,95.0,unspecified,health,103 - ministry of devolution and planning; 1081 - ministry of health,Ongoing
2010/052169,Fishery Management And Sustainable Coastal Environment Development - (FIMACED/KCDP),16228916.0,grant; unspecified,501 - international development association (ida),2007-11-01,2007-11-01,23.0,unspecified,"agriculture, rural and urban development (arud); unallocated","116 - ministry of agriculture, livestock and fisheries",Ongoing
2010/052178,Kenya Youth Empowerment Project (KYEP),52200000.0,loan ; unspecified,501 - international development association (ida),2010-08-02,2010-08-02,96.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning; 1131 - ministry of sports culture and arts; 1031 - state department for planning,Ongoing
2010/052188,Community Development Trust Fund (Cdtf) CDP III,265050990.0,grant; unspecified,505 - european development fund,2010-07-01,2010-07-01,74.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning; 1031 - state department for planning,Ongoing
2010/052263,Community Empowerement And Institutional Support Project (CEISP),2142000000.0,loan ; gok; unspecified,510 - african development bank/ fund,2010-07-01,2010-07-01,71.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning; 1031 - state department for planning,Ongoing
2011/052896,Kenya Coastal Development Project (KCDP/GEF),375000000.0,loan ; grant; gok; unspecified,501 - international development association (ida); 502 - global environmental trust fund,2011-07-01,2011-07-01,71.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries; 1111 - ministry of land housing and urban development; 1163 - state department for fisheries",Planned
2011/053184,Kenya Informal Settlement Improvement Project (KISIP),8928571429.0,loan ; gok; unspecified,501 - international development association (ida),2011-08-23,2011-08-23,84.0,ministry of land housing and urban development,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2012/053368,Kenya Water Security & Climate Resillience Project (KWSCRP),23636798393.0,loan ; gok; unspecified,501 - international development association (ida),2012-01-05,2012-01-05,77.0,ministry of environment water and natural resources,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 1102 - state department for water and regional authorities.,Ongoing
2012/053369,Judicial Preformance Improvement Project (JPIP),1428571.0,loan ; unspecified,501 - international development association (ida),2012-12-31,2007-12-06,132.0,office of the attorney general and department of justice,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2013/054070,"Support To Enhancement Of Quality And Relevance In Higher Education, Science And Technology",3780000000.0,loan ; gok; unspecified,510 - african development bank/ fund,2013-01-09,2013-01-09,61.0,unspecified,education,106 - ministry of education; 1062 - state department for science and technology,Ongoing
2013/054089,Primary And Secondary Education In Poor Areas (2010 65 838),2597402597.0,grant; gok; unspecified,014 - government of germany (kfw-germany),2012-01-23,2012-01-23,71.0,unspecified,"agriculture, rural and urban development (arud)",103 - ministry of devolution and planning; 1111 - ministry of land housing and urban development,Ongoing
2013/054093,Economic Empowerment Programme,130500000.0,grant; gok; unspecified,517 - united nations development programme (undp),2013-02-01,2013-02-01,64.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning; 1071 - the national treasury; 1031 - state department for planning,Planned
2013/054126,Shanzu &Nbsp;Probation Hostel,19500000.0,unspecified,government of kenya,2010-10-15,2010-10-30,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054135,Likoni Daycare Centre,6000000.0,gok,government of kenya,2011-07-10,2011-08-30,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054224,Construction Of Mombasa County Offices For The Coastal Disease Free Zone,11800000.0,unspecified,government of kenya,2012-05-01,2012-05-01,5.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Ongoing
2014/054942,Gede -Watamu (E899p),174265133.0,unspecified,government of kenya,2011-06-05,2011-10-01,30.0,unspecified,"energy, infrastructure and ict",133 - mor - kenya national highway authority,Ongoing
2014/055379,Cash Transfer Urban Food Subsidy,823650000.0,unspecified,government of kenya,2011-07-01,2011-07-01,47.0,unspecified,"social protection, culture and recreation",1141 - ministry of labour social security and services,Terminated
2010/051736,Reconstruction Of Multinational Arusha - Namanga Athi River Road Lot K: Athi River - Namanga Section,6208705229.0,loan ; gok; unspecified,510 - african development bank/ fund; government of kenya,2007-10-08,2007-11-05,133.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 133 - mor - kenya national highway authority; 1091 - state department of infrastructure,Ongoing
2010/052146,Southwest Indian Ocean Fisheries Project - Grant - Ministry Of Fisheries Vote D 56,969600000.0,grant; unspecified,502 - global environmental trust fund,2009-10-27,2009-11-02,25.0,unspecified,"agriculture, rural and urban development (arud); unallocated","116 - ministry of agriculture, livestock and fisheries",Ongoing
2010/052226,Miti Mingi Maisha Bora- Phase II,2341237113.0,grant; gok; unspecified,006 - government of finland; government of kenya,2009-06-30,2009-10-16,78.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 116 - moal&f - kenya forestry service; 1101 - state department for environment and natural resources,Ongoing
2010/052319,Rabai - Galu Power Line Distribution,1087565093.0,loan ; unspecified,007 - government of belgium,2007-10-26,2007-10-26,48.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum,Ongoing
2010/052485,Kilifi And Ukunda/ Diani &Nbsp;Resort Cities Physical Development Plans,10000000.0,unspecified,government of kenya,2008-07-01,2008-07-01,47.0,ministry of land housing and urban development,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Completed
2010/052595,"Consultancy Services For Contruction Supervision For Works In 6 Wsp Areas(Malindi,Kilifi,Kwale,Tavevo,Tana River And Lamu)",25480000.0,unspecified,501 - international development association (ida),2011-01-22,2011-01-22,17.0,unspecified,unspecified,unspecified,Ongoing
2010/052626,Water And Wastewater Master Plan For Cwsb.,120000000.0,unspecified,501 - international development association (ida),2011-03-11,2011-03-11,2.0,unspecified,unspecified,unspecified,Ongoing
2010/052644,Upgrading Of Offices-Cwsb.,64000000.0,unspecified,501 - international development association (ida),2011-02-11,2011-02-11,12.0,unspecified,unspecified,161 - mowi - coast water services board,Planned
2010/052645,Meter Installation For Bulk Master Meters.,8000000.0,unspecified,501 - international development association (ida),2010-09-22,2010-09-22,12.0,unspecified,unspecified,161 - mowi - coast water services board,Ongoing
2011/053177,East African Trade and Transport Facilitation Project (EATTFP),126400000000.0,loan ; gok; unspecified,501 - international development association (ida),2006-07-06,2006-07-13,143.0,ministry of transport and infrastructure,"energy, infrastructure and ict",1071 - the national treasury; 109 - ministry of transport and infrastructure; 52 - odpmmof - kenya revenue authority ; 133 - mor - kenya national highway authority; 157 - mot - kenya ports authority; 158 - mot - kenya railways corporation; 1091 - state department of infrastructure; 1092 - state department of transport,Ongoing
2011/053187,Kenya Agricutural Productivity & Agribusiness Project (KAPAP),5970149254.0,loan ; gok; unspecified,501 - international development association (ida),2009-12-06,2009-12-06,87.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries; 1161 - state department for agriculture",Ongoing
2011/053227,Mackinon Settlement Scheme,15000000.0,gok; unspecified,government of kenya,2011-07-01,2011-09-30,35.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2012/053321,Kenya Rural Development Programme (KRDP),66400000.0,grant; gok; unspecified,505 - european development fund; government of kenya,2011-06-26,2011-06-26,73.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud); public administration and international relations (pair)","103 - ministry of devolution and planning; 116 - ministry of agriculture, livestock and fisheries; 116 - moal&f - coffee research foundation (crf); 116 - moal&f - kenya agricultural research institute (kari); 1032 - state department for devolution; 1161 - state department for agriculture",Ongoing
2012/053379,Energy Sector Recovery Project(Kplc) / Finance Contract Title: Kplc (Kenya Power And Lighting Company Limited) Grid Development Project (Investment Facility),10044588065.0,loan ; unspecified,527 - nordic development fund (ndf); 016 - government of france; 501 - international development association (ida); 506 - european investment bank,2004-11-05,2004-11-05,106.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum; 115 - moe&p - kenya power and lighting company,Ongoing
2012/053551,Protecting And Rebuiding Livelihoods In The Arid And Semi Arid Lands,34826490000.0,unspecified,523 - world food programme,2012-05-01,2012-05-01,35.0,unspecified,unspecified,"103 - ministry of devolution and planning; 116 - ministry of agriculture, livestock and fisheries; 1081 - ministry of health",Ongoing
2012/053953,Rural Electrification Project,63465000.0,loan ; gok; unspecified,019 - saudi fund for development; 512 - arab bank for economic development in africa (badea); 513 - organization of petroleum exporting countries (opec); 020 - abhu dhabi fund; government of kenya,2012-01-31,2012-01-31,66.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum,Ongoing
2013/054219,Diani Modern Retail Market,40000000.0,unspecified,government of kenya,2013-05-01,2013-05-01,12.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Pipelined
2014/054836,Rehabilitation Of Bachuma Gate-Maji Ya Chumvi (A109),4298463879.0,gok; unspecified,government of kenya,2013-07-25,2013-08-01,23.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 133 - mor - kenya national highway authority,Ongoing
2015/055543,Social Development Administration Blocks,25000000.0,gok; unspecified,government of kenya,2015-07-01,2015-07-01,11.0,unspecified,"social protection, culture and recreation",1141 - ministry of labour social security and services,Planned
2010/051716,Rabai - Malindi - Garsen - Lamu Transmission Line,9109000000.0,loan ; gok; unspecified,025 - government of china; government of kenya,2010-07-01,2011-03-21,83.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum; 115 - moe&p - kenya electricity transmission company limited (ketraco),Completed
2010/052126,Project For Sustainable Smallholder Irrigation Development And Management In Central And Southern Kenya (Sideman),188541830.0,grant; gok; unspecified,021 - government of japan; government of kenya,2005-12-01,2005-12-01,96.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2010/052597,"Consultancy For The Design Of 6 Wsp Facilities(Malindi,Kilifi,Kwale,Tavevo, Tana River And Lamu)",10076614.0,unspecified,501 - international development association (ida),2009-08-29,2009-08-29,4.0,unspecified,unspecified,unspecified,Ongoing
2010/052610,"Consultancy Services For Detailed Design Preparation Of Tender Documents, Environmental Impact Assessment.",10080000.0,unspecified,501 - international development association (ida),2009-08-28,2009-08-14,4.0,unspecified,unspecified,unspecified,Completed
2011/053213,Digital Mapping And Preparation Of Strategic Urban Development Plans,216962010.0,unspecified,government of kenya,2008-10-24,2008-10-24,18.0,unspecified,unspecified,103 - ministry of devolution and planning; 1111 - ministry of land housing and urban development,Completed
2011/053226,Chakama Settlement Scheme Project,15000000.0,gok; unspecified,government of kenya,2011-07-01,2011-07-01,35.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2012/053815,Asal Based And Rural Livelihood Support Project (Allpro),11300000.0,unspecified,government of kenya,2006-09-01,2006-12-01,71.0,unspecified,unspecified,"116 - ministry of agriculture, livestock and fisheries",Ongoing
2012/053834,Mkondoni-Kathama Water Project,11500000.0,unspecified,government of kenya,2010-06-15,2010-10-11,12.0,unspecified,unspecified,161 - mowi - coast water services board,Completed
2012/053927,Coast Water & Sanitation Programme,900000000.0,loan ; gok; unspecified,016 - government of france,2008-11-12,2010-07-01,79.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 1101 - state department for environment and natural resources; 1102 - state department for water and regional authorities.,Ongoing
2013/054165,Kaloleni Probation Office,4000000.0,unspecified,government of kenya,2011-08-30,2011-09-30,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054257,Baricho - Marafa Water Project,115000000.0,unspecified,unknown,2012-04-01,2012-04-13,14.0,unspecified,"environmental protection, water and natural resources",unknown,Ongoing
2014/054734,Magarini Disease Free Zone Offices,10354560.0,unspecified,government of kenya,2011-10-13,2012-01-18,18.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Ongoing
2014/054746,Kadzandani Water Pan Project,3500000.0,unspecified,government of kenya,2012-09-10,2012-11-12,9.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Ongoing
2014/054748,Small Holder Horticultural Empowerment And Promotion Unit Project (Shep Up),14000000.0,unspecified,government of kenya,2013-08-19,2013-09-02,22.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Ongoing
2014/054751,Upgrading Livestock Breeds,2000000000.0,unspecified,government of kenya,2013-07-01,2014-03-12,40.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Planned
2014/054832,Up Grading Of Kibokoni Road Within &Nbsp;Malindi Municipality,111126168.0,unspecified,government of kenya,2012-08-06,2013-01-07,5.0,unspecified,"energy, infrastructure and ict",136 - mor - kenya urban roads authority (kura),Ongoing
2014/054874,Kaloleni Kilifi,2299779605.0,gok; unspecified,government of kenya,2012-07-18,2012-07-18,24.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 133 - mor - kenya national highway authority,Ongoing
2011/053153,Bura Irrigation Rehabilitation Project,2924344828.0,loan ; gok; unspecified,018 - kuwait fund for arab development; 512 - arab bank for economic development in africa (badea); 513 - organization of petroleum exporting countries (opec),2007-06-14,2007-06-14,125.0,unspecified,"agriculture, rural and urban development (arud)","110 - ministry of environment water and natural resources; 116 - ministry of agriculture, livestock and fisheries; 1161 - state department for agriculture",Ongoing
2013/054214,Tana River Drought Recovery Project,66400000.0,unspecified,kenya red cross society,2010-04-01,2010-04-01,49.0,unspecified,"agriculture, rural and urban development (arud); environmental protection, water and natural resources",unknown,Ongoing
2014/054951,El &Nbsp;Wak -Lafey-Fino,167013900.0,unspecified,government of kenya,2011-06-06,2011-09-05,21.0,unspecified,"energy, infrastructure and ict",133 - mor - kenya national highway authority,Ongoing
2014/054948,Ukunda -Diani,199930302.0,unspecified,government of kenya,2011-10-10,2012-01-10,26.0,unspecified,"energy, infrastructure and ict",133 - mor - kenya national highway authority,Ongoing
2010/052104,Rehabiltation of Vocational Rehabilitation Centres (VRCs) and Older Persons Rescue Centre,261221607.0,gok; unspecified,government of kenya,2010-07-15,2010-07-15,119.0,unspecified,"social protection, culture and recreation",103 - ministry of devolution and planning; 1141 - ministry of labour social security and services,Ongoing
